date,city,tourism_index,year,month,quarter,day_of_year,week_of_year,continent
2025-09-14,Bangkok,0.65,2025,9,3,257,37,Asia
2025-09-14,Istanbul,0.57,2025,9,3,257,37,Asia
2025-09-14,Tokyo,0.65,2025,9,3,257,37,Asia
2025-09-21,Bangkok,0.59,2025,9,3,264,38,Asia
2025-09-21,Istanbul,0.53,2025,9,3,264,38,Asia
2025-09-21,Tokyo,0.64,2025,9,3,264,38,Asia
2025-09-28,Bangkok,0.58,2025,9,3,271,39,Asia
2025-09-28,Istanbul,0.55,2025,9,3,271,39,Asia
2025-09-28,Tokyo,0.66,2025,9,3,271,39,Asia
2025-10-05,Bangkok,0.57,2025,10,4,278,40,Asia
2025-10-05,Istanbul,0.47,2025,10,4,278,40,Asia
2025-10-05,Tokyo,0.63,2025,10,4,278,40,Asia
2025-10-12,Bangkok,0.58,2025,10,4,285,41,Asia
2025-10-12,Istanbul,0.5,2025,10,4,285,41,Asia
2025-10-12,Tokyo,0.62,2025,10,4,285,41,Asia
2025-10-19,Bangkok,0.58,2025,10,4,292,42,Asia
2025-10-19,Istanbul,0.46,2025,10,4,292,42,Asia
2025-10-19,Tokyo,0.63,2025,10,4,292,42,Asia
2025-10-26,Bangkok,0.58,2025,10,4,299,43,Asia
2025-10-26,Istanbul,0.44,2025,10,4,299,43,Asia
2025-10-26,Tokyo,0.7,2025,10,4,299,43,Asia
2025-11-02,Bangkok,0.64,2025,11,4,306,44,Asia
2025-11-02,Istanbul,0.45,2025,11,4,306,44,Asia
2025-11-02,Tokyo,0.59,2025,11,4,306,44,Asia
2025-11-09,Bangkok,0.67,2025,11,4,313,45,Asia
2025-11-09,Istanbul,0.48,2025,11,4,313,45,Asia
2025-11-09,Tokyo,0.65,2025,11,4,313,45,Asia
2025-11-16,Bangkok,0.7,2025,11,4,320,46,Asia
2025-11-16,Istanbul,0.55,2025,11,4,320,46,Asia
2025-11-16,Tokyo,0.63,2025,11,4,320,46,Asia
2025-11-23,Bangkok,0.84,2025,11,4,327,47,Asia
2025-11-23,Istanbul,1.0,2025,11,4,327,47,Asia
2025-11-23,Tokyo,0.84,2025,11,4,327,47,Asia
2025-11-30,Bangkok,1.0,2025,11,4,334,48,Asia
2025-11-30,Istanbul,0.99,2025,11,4,334,48,Asia
2025-11-30,Tokyo,1.0,2025,11,4,334,48,Asia
2025-12-07,Bangkok,0.75,2025,12,4,341,49,Asia
2025-12-07,Istanbul,0.61,2025,12,4,341,49,Asia
2025-12-07,Tokyo,0.7,2025,12,4,341,49,Asia
2025-12-14,Bangkok,0.47,2025,12,4,348,50,Asia
2025-12-14,Istanbul,0.28,2025,12,4,348,50,Asia
2025-12-14,Tokyo,0.39,2025,12,4,348,50,Asia
2025-12-21,Bangkok,0.54,2025,12,4,355,51,Asia
2025-12-21,Istanbul,0.34,2025,12,4,355,51,Asia
2025-12-21,Tokyo,0.43,2025,12,4,355,51,Asia
