City,Price_EGP,Rating,Reviews,Link
Bangkok,7153,4.87,69,https://www.airbnb.com/rooms/880134368070041293
Bangkok,5738,4.89,226,https://www.airbnb.com/rooms/29222188
Bangkok,9730,4.87,78,https://www.airbnb.com/rooms/1114904195556862236
Bangkok,10476,4.88,210,https://www.airbnb.com/rooms/50255967
Bangkok,12391,4.96,92,https://www.airbnb.com/rooms/940344360319227364
Bangkok,8905,4.96,70,https://www.airbnb.com/rooms/46997092
Bangkok,3876,5.0,12,https://www.airbnb.com/rooms/1327501966121656095
Bangkok,8381,4.93,362,https://www.airbnb.com/rooms/35329051
Bangkok,14705,4.98,135,https://www.airbnb.com/rooms/48372921
Bangkok,5738,4.86,112,https://www.airbnb.com/rooms/28443679
Bangkok,7421,4.91,169,https://www.airbnb.com/rooms/851913416026234582
Bangkok,10651,4.82,11,https://www.airbnb.com/rooms/1466602047732796807
Bangkok,14994,4.98,47,https://www.airbnb.com/rooms/1517420196855955222
Bangkok,15880,4.93,68,https://www.airbnb.com/rooms/1173193508701276990
Bangkok,8032,5.0,20,https://www.airbnb.com/rooms/1257702431961807740
Bangkok,3929,4.91,22,https://www.airbnb.com/rooms/1145370464575092140
Bangkok,8250,4.95,20,https://www.airbnb.com/rooms/1393222697063091009
Bangkok,15714,4.99,68,https://www.airbnb.com/rooms/885810447203084803
Bangkok,4396,4.68,332,https://www.airbnb.com/rooms/34561501
Bangkok,4420,5.0,5,https://www.airbnb.com/rooms/1556223820440529314
Bangkok,11779,5.0,26,https://www.airbnb.com/rooms/1352804611695259752
Bangkok,16761,5.0,5,https://www.airbnb.com/rooms/1546529262932016486
Bangkok,18507,4.9,30,https://www.airbnb.com/rooms/1204302352386977762
Bangkok,9249,4.97,33,https://www.airbnb.com/rooms/1313461302232461762
Bangkok,15103,5.0,18,https://www.airbnb.com/rooms/1382357940916860715
Bangkok,9428,5.0,6,https://www.airbnb.com/rooms/1512069267984919025
Bangkok,5967,5.0,14,https://www.airbnb.com/rooms/802732686993425658
Bangkok,11419,4.82,374,https://www.airbnb.com/rooms/9647994
Bangkok,8730,4.9,30,https://www.airbnb.com/rooms/1380817804487345946
Bangkok,11934,4.94,87,https://www.airbnb.com/rooms/611847621050808356
Bangkok,8170,4.9,79,https://www.airbnb.com/rooms/980912946057036301
Bangkok,9945,New,0,https://www.airbnb.com/rooms/1545685032679288464
Bangkok,10039,5.0,36,https://www.airbnb.com/rooms/9176702
Bangkok,7682,5.0,53,https://www.airbnb.com/rooms/1019294550359639126
Bangkok,15606,4.94,54,https://www.airbnb.com/rooms/1517349623059410944
Bangkok,7857,4.89,62,https://www.airbnb.com/rooms/1245891679932661143
Bangkok,13599,4.95,40,https://www.airbnb.com/rooms/1342680317103773858
Bangkok,14705,4.97,120,https://www.airbnb.com/rooms/591789867189118675
Bangkok,5107,5.0,46,https://www.airbnb.com/rooms/1414272513250947096
Bangkok,9594,4.94,126,https://www.airbnb.com/rooms/630886167337907068
Bangkok,16063,4.91,76,https://www.airbnb.com/rooms/1252652858951244451
Bangkok,13611,4.88,34,https://www.airbnb.com/rooms/1284666561887841639
Bangkok,7306,4.9,68,https://www.airbnb.com/rooms/1072077443069934112
Bangkok,10442,4.83,69,https://www.airbnb.com/rooms/979202652844492315
Bangkok,12300,4.93,71,https://www.airbnb.com/rooms/1106047816595574829
Bangkok,12240,4.9,21,https://www.airbnb.com/rooms/1420040819953818492
Bangkok,7238,5.0,48,https://www.airbnb.com/rooms/1312646252150161649
Bangkok,17610,4.91,340,https://www.airbnb.com/rooms/32247620
Bangkok,7268,4.89,133,https://www.airbnb.com/rooms/29242403
Bangkok,14573,4.88,100,https://www.airbnb.com/rooms/879402288005968500
Bangkok,10825,4.97,63,https://www.airbnb.com/rooms/1276423287503400671
Bangkok,5281,4.62,26,https://www.airbnb.com/rooms/1348303980335237042
Bangkok,14076,4.88,173,https://www.airbnb.com/rooms/772324817772756286
Bangkok,4365,4.84,31,https://www.airbnb.com/rooms/1331089532074049562
Bangkok,7595,4.95,37,https://www.airbnb.com/rooms/1032236408093360401
Bangkok,3929,4.92,12,https://www.airbnb.com/rooms/1092494207882555183
Bangkok,12571,4.88,113,https://www.airbnb.com/rooms/858580571919322694
Bangkok,8643,4.91,312,https://www.airbnb.com/rooms/9502628
Bangkok,14352,5.0,20,https://www.airbnb.com/rooms/1339628766247222947
Bangkok,6537,4.97,181,https://www.airbnb.com/rooms/18645598
Bangkok,25598,4.96,2257,https://www.airbnb.com/rooms/783817312247334259
Bangkok,12571,4.96,28,https://www.airbnb.com/rooms/1235978788044277654
Bangkok,8206,4.89,114,https://www.airbnb.com/rooms/957850846691159453
Bangkok,8033,4.93,195,https://www.airbnb.com/rooms/29222102
Bangkok,3027,4.86,174,https://www.airbnb.com/rooms/17022403
Bangkok,7770,4.9,172,https://www.airbnb.com/rooms/34578509
Bangkok,13464,4.94,88,https://www.airbnb.com/rooms/939448896879527316
Bangkok,11873,4.9,10,https://www.airbnb.com/rooms/1466565723134435932
Bangkok,16681,4.89,230,https://www.airbnb.com/rooms/34135415
Bangkok,18769,4.99,91,https://www.airbnb.com/rooms/1298334947031969193
Bangkok,14336,4.96,24,https://www.airbnb.com/rooms/1328580945536433811
Istanbul,9276,,0,https://www.airbnb.com/rooms/1509587876174512263
Istanbul,4762,New,0,https://www.airbnb.com/rooms/1579537983126350196
Istanbul,10849,New,0,https://www.airbnb.com/rooms/1576110522746030114
Istanbul,5967,4.74,139,https://www.airbnb.com/rooms/836832236928824226
Istanbul,6386,4.84,32,https://www.airbnb.com/rooms/1279784984112508713
Istanbul,11035,New,0,https://www.airbnb.com/rooms/1578146373835323807
Istanbul,6238,4.8,10,https://www.airbnb.com/rooms/1418749440614320637
Istanbul,8459,4.77,39,https://www.airbnb.com/rooms/1280266304686791881
Istanbul,7786,4.87,31,https://www.airbnb.com/rooms/1279801752464592830
Istanbul,7594,4.89,9,https://www.airbnb.com/rooms/1544823451912468260
Istanbul,11663,5.0,5,https://www.airbnb.com/rooms/1552053678594725407
Istanbul,7671,4.83,52,https://www.airbnb.com/rooms/1356391952411606040
Istanbul,10867,4.8,5,https://www.airbnb.com/rooms/1507823726802167782
Istanbul,8172,5.0,4,https://www.airbnb.com/rooms/1572710500715725484
Istanbul,9764,4.82,157,https://www.airbnb.com/rooms/1025331614136474429
Istanbul,7352,4.84,182,https://www.airbnb.com/rooms/48295843
Istanbul,8679,4.8,10,https://www.airbnb.com/rooms/1538420256273700258
Istanbul,9493,4.93,14,https://www.airbnb.com/rooms/1413163298378799384
Istanbul,9661,5.0,6,https://www.airbnb.com/rooms/1499951722637575588
Istanbul,7126,4.86,49,https://www.airbnb.com/rooms/1368038529794749355
Istanbul,7567,4.82,85,https://www.airbnb.com/rooms/49547904
Istanbul,10849,New,0,https://www.airbnb.com/rooms/1576737214340567468
Istanbul,10420,4.93,15,https://www.airbnb.com/rooms/1495118237268553724
Istanbul,9168,4.64,25,https://www.airbnb.com/rooms/1494079039970671507
Istanbul,9764,4.82,171,https://www.airbnb.com/rooms/1028798807708736514
Istanbul,11035,5.0,3,https://www.airbnb.com/rooms/1577348664273971207
Istanbul,8259,4.67,24,https://www.airbnb.com/rooms/1436108509349098824
Istanbul,7991,4.76,38,https://www.airbnb.com/rooms/1357328611755876517
Istanbul,7910,4.89,44,https://www.airbnb.com/rooms/1456476249792829755
Istanbul,11538,4.86,44,https://www.airbnb.com/rooms/1373196711825921424
Istanbul,7594,4.8,61,https://www.airbnb.com/rooms/1209908905593338373
Istanbul,7594,4.76,58,https://www.airbnb.com/rooms/881771837640353923
Istanbul,6834,4.89,93,https://www.airbnb.com/rooms/44297564
Istanbul,10307,5.0,5,https://www.airbnb.com/rooms/1552034060441639757
Istanbul,8227,5.0,3,https://www.airbnb.com/rooms/1560969523116093651
Istanbul,12660,4.82,50,https://www.airbnb.com/rooms/1279826767370709169
Istanbul,5177,5.0,6,https://www.airbnb.com/rooms/1373763278480457396
Istanbul,8630,4.56,228,https://www.airbnb.com/rooms/5528102
Istanbul,14703,5.0,19,https://www.airbnb.com/rooms/1488355168595289457
Istanbul,13405,4.85,198,https://www.airbnb.com/rooms/48548949
Istanbul,8806,4.78,27,https://www.airbnb.com/rooms/1428396674497091517
Istanbul,9131,4.8,40,https://www.airbnb.com/rooms/1281687927423577201
Istanbul,10958,New,0,https://www.airbnb.com/rooms/1576723790465857103
Istanbul,14821,5.0,13,https://www.airbnb.com/rooms/1495071577641634142
Istanbul,8788,4.61,33,https://www.airbnb.com/rooms/1367330783407288048
Istanbul,9439,4.78,32,https://www.airbnb.com/rooms/1437193765292254398
Istanbul,9525,4.93,45,https://www.airbnb.com/rooms/1358734504857043827
Istanbul,20283,4.89,101,https://www.airbnb.com/rooms/1051515038131144626
Istanbul,7991,4.73,201,https://www.airbnb.com/rooms/48292503
Istanbul,7655,5.0,5,https://www.airbnb.com/rooms/1574180569601717853
Istanbul,19910,4.95,115,https://www.airbnb.com/rooms/1155011862139751362
Istanbul,8950,4.71,179,https://www.airbnb.com/rooms/4627130
Istanbul,9758,4.83,29,https://www.airbnb.com/rooms/1240403168828729223
Istanbul,15114,4.83,211,https://www.airbnb.com/rooms/49139116
Istanbul,13276,4.81,36,https://www.airbnb.com/rooms/1281726529812497321
Istanbul,9981,5.0,3,https://www.airbnb.com/rooms/1573132239689934239
Istanbul,7910,4.8,25,https://www.airbnb.com/rooms/1372973752609209854
Istanbul,15460,5.0,27,https://www.airbnb.com/rooms/1146217531617406048
Istanbul,8402,4.91,110,https://www.airbnb.com/rooms/941897064231347870
Istanbul,15479,4.91,133,https://www.airbnb.com/rooms/1154959175679556271
Istanbul,17350,4.96,159,https://www.airbnb.com/rooms/611092048938186988
Istanbul,19964,4.94,164,https://www.airbnb.com/rooms/937492868535808756
Istanbul,10867,4.85,20,https://www.airbnb.com/rooms/1457633778024766077
Istanbul,10849,New,0,https://www.airbnb.com/rooms/1576717758646099059
Istanbul,7394,4.76,29,https://www.airbnb.com/rooms/1283910831976727317
Istanbul,9601,4.67,46,https://www.airbnb.com/rooms/1402278945878344149
Istanbul,9938,4.85,20,https://www.airbnb.com/rooms/1436494893616892369
Istanbul,8950,4.85,34,https://www.airbnb.com/rooms/1363626666118538606
Istanbul,14448,4.94,114,https://www.airbnb.com/rooms/1154965223609050310
Istanbul,21515,4.9,49,https://www.airbnb.com/rooms/1185998490748570246
Istanbul,11283,4.69,201,https://www.airbnb.com/rooms/36876998
Istanbul,9657,4.81,80,https://www.airbnb.com/rooms/872374267594647408
Istanbul,9269,4.89,18,https://www.airbnb.com/rooms/1359596369756246448
Istanbul,7657,,0,https://www.airbnb.com/rooms/1517994929054873418
Istanbul,7594,4.65,37,https://www.airbnb.com/rooms/881765606845584954
Istanbul,21593,4.98,107,https://www.airbnb.com/rooms/1051462287314704529
Istanbul,10307,4.83,126,https://www.airbnb.com/rooms/1023952128806034776
Istanbul,14493,5.0,5,https://www.airbnb.com/rooms/1552820870433648183
Istanbul,6961,New,0,https://www.airbnb.com/rooms/1574584728845678702
Istanbul,12465,5.0,5,https://www.airbnb.com/rooms/1499271658120862276
Istanbul,10578,New,0,https://www.airbnb.com/rooms/1552045861642118073
Istanbul,9745,4.87,23,https://www.airbnb.com/rooms/1471016759934030872
Istanbul,10643,4.98,47,https://www.airbnb.com/rooms/1280333043526871639
Istanbul,7323,4.64,188,https://www.airbnb.com/rooms/47418444
Istanbul,11337,New,0,https://www.airbnb.com/rooms/1576090873323760742
Istanbul,10415,5.0,7,https://www.airbnb.com/rooms/1545780604483907267
Istanbul,9075,4.63,38,https://www.airbnb.com/rooms/1279807786896555294
Istanbul,7594,New,0,https://www.airbnb.com/rooms/1581730351362195114
Istanbul,8055,4.81,138,https://www.airbnb.com/rooms/907818615402816736
Istanbul,11740,4.76,165,https://www.airbnb.com/rooms/51449118
Istanbul,20136,4.97,78,https://www.airbnb.com/rooms/1171719412113549566
Istanbul,9764,4.78,121,https://www.airbnb.com/rooms/1028778683528300522
Istanbul,10548,4.89,140,https://www.airbnb.com/rooms/797126684444817398
Istanbul,16579,4.98,45,https://www.airbnb.com/rooms/1373190316501340604
Istanbul,8822,4.61,312,https://www.airbnb.com/rooms/6009785
Istanbul,7176,4.83,6,https://www.airbnb.com/rooms/1560024717165444679
Istanbul,16073,4.94,52,https://www.airbnb.com/rooms/1368981191304213834
Istanbul,16326,4.85,136,https://www.airbnb.com/rooms/577901816740343153
Istanbul,10035,5.0,7,https://www.airbnb.com/rooms/1416488859186950522
Istanbul,12597,5.0,5,https://www.airbnb.com/rooms/1523737964871329013
Rio de Janeiro,10023,4.94,187,https://www.airbnb.com/rooms/913581
Rio de Janeiro,11300,5.0,8,https://www.airbnb.com/rooms/1492988795450064048
Rio de Janeiro,11202,4.99,143,https://www.airbnb.com/rooms/709540896587737838
Rio de Janeiro,18080,4.96,159,https://www.airbnb.com/rooms/591288015148037891
Rio de Janeiro,7370,4.87,142,https://www.airbnb.com/rooms/38509433
Rio de Janeiro,10612,5.0,23,https://www.airbnb.com/rooms/1378465991578468515
Rio de Janeiro,15722,5.0,75,https://www.airbnb.com/rooms/1055248452679156327
Rio de Janeiro,8156,4.93,395,https://www.airbnb.com/rooms/1983606
Rio de Janeiro,11251,4.98,121,https://www.airbnb.com/rooms/636141621475045509
Rio de Janeiro,19603,4.97,34,https://www.airbnb.com/rooms/1049269006407370780
Rio de Janeiro,25351,4.99,161,https://www.airbnb.com/rooms/24231235
Rio de Janeiro,15005,5.0,19,https://www.airbnb.com/rooms/1460439822889020585
Rio de Janeiro,13462,4.94,335,https://www.airbnb.com/rooms/13544020
Rio de Janeiro,11890,4.97,92,https://www.airbnb.com/rooms/1170506886775799175
Rio de Janeiro,13511,New,0,https://www.airbnb.com/rooms/1567303186892560474
Rio de Janeiro,18228,5.0,70,https://www.airbnb.com/rooms/1130289151237028193
Rio de Janeiro,6682,5.0,25,https://www.airbnb.com/rooms/968342624687768514
Rio de Janeiro,17687,5.0,111,https://www.airbnb.com/rooms/1054142528186810138
Rio de Janeiro,18375,4.98,120,https://www.airbnb.com/rooms/1065098056369468143
Rio de Janeiro,18915,4.95,293,https://www.airbnb.com/rooms/4936358
Rio de Janeiro,15034,5.0,17,https://www.airbnb.com/rooms/1170512668366734956
Rio de Janeiro,4913,5.0,11,https://www.airbnb.com/rooms/1057060050353858826
Rio de Janeiro,17884,4.96,179,https://www.airbnb.com/rooms/866926050431037227
Rio de Janeiro,7370,New,0,https://www.airbnb.com/rooms/1539865770648926918
Rio de Janeiro,11300,4.97,36,https://www.airbnb.com/rooms/1277028478121384129
Rio de Janeiro,8561,5.0,13,https://www.airbnb.com/rooms/1534194176010329825
Rio de Janeiro,12774,New,0,https://www.airbnb.com/rooms/1562401639534589881
Rio de Janeiro,16360,New,0,https://www.airbnb.com/rooms/1567284709146643255
Rio de Janeiro,16803,New,0,https://www.airbnb.com/rooms/1577779626989111795
Rio de Janeiro,13516,4.99,90,https://www.airbnb.com/rooms/1091224058605622502
Rio de Janeiro,16705,4.92,36,https://www.airbnb.com/rooms/1323382880708315094
Rio de Janeiro,20831,4.97,255,https://www.airbnb.com/rooms/53591773
Rio de Janeiro,16213,4.96,137,https://www.airbnb.com/rooms/863139919634873578
Rio de Janeiro,8637,5.0,4,https://www.airbnb.com/rooms/1566826541298285296
Rio de Janeiro,15132,5.0,8,https://www.airbnb.com/rooms/1506466403525596219
Rio de Janeiro,11792,4.95,38,https://www.airbnb.com/rooms/1068371641197695881
Rio de Janeiro,13069,,0,https://www.airbnb.com/rooms/1533580919252547192
Rio de Janeiro,5808,4.96,205,https://www.airbnb.com/rooms/746274978766387145
Rio de Janeiro,11939,5.0,29,https://www.airbnb.com/rooms/1335047060850712152
Rio de Janeiro,5056,4.89,210,https://www.airbnb.com/rooms/829857669515207104
Rio de Janeiro,15624,4.98,64,https://www.airbnb.com/rooms/1148154671424787138
Rio de Janeiro,14543,5.0,21,https://www.airbnb.com/rooms/1379185884629227764
Rio de Janeiro,18513,4.97,111,https://www.airbnb.com/rooms/53813673
Rio de Janeiro,24860,5.0,57,https://www.airbnb.com/rooms/1051416760194330713
Rio de Janeiro,18866,5.0,8,https://www.airbnb.com/rooms/1507588706780595933
Rio de Janeiro,11890,4.93,445,https://www.airbnb.com/rooms/2011161
Rio de Janeiro,12162,5.0,65,https://www.airbnb.com/rooms/681175967893722284
Rio de Janeiro,12440,4.88,40,https://www.airbnb.com/rooms/1312503297140890834
Rio de Janeiro,18446,4.97,92,https://www.airbnb.com/rooms/47822736
Rio de Janeiro,21617,4.91,94,https://www.airbnb.com/rooms/917935275133948650
Rio de Janeiro,19374,4.93,43,https://www.airbnb.com/rooms/1310217607280784827
Rio de Janeiro,7544,4.97,36,https://www.airbnb.com/rooms/926044217976889130
Rio de Janeiro,12479,5.0,11,https://www.airbnb.com/rooms/1398141615369334026
Rio de Janeiro,12774,4.95,128,https://www.airbnb.com/rooms/15707503
Rio de Janeiro,18178,5.0,3,https://www.airbnb.com/rooms/1535062531580520467
Rio de Janeiro,9109,4.94,35,https://www.airbnb.com/rooms/1484163030411921782
Rio de Janeiro,21382,4.98,60,https://www.airbnb.com/rooms/1211905553361703219
Rio de Janeiro,17991,5.0,20,https://www.airbnb.com/rooms/1358162397568919289
Rio de Janeiro,22488,4.97,30,https://www.airbnb.com/rooms/1420948724724598734
Rio de Janeiro,14208,5.0,7,https://www.airbnb.com/rooms/1556899362240746156
Rio de Janeiro,19189,5.0,30,https://www.airbnb.com/rooms/1126676530898270116
Rio de Janeiro,14052,4.97,188,https://www.airbnb.com/rooms/12927801
Rio de Janeiro,19986,5.0,20,https://www.airbnb.com/rooms/1409273646324410467
Rio de Janeiro,14466,4.98,103,https://www.airbnb.com/rooms/7873549
Rio de Janeiro,14724,New,0,https://www.airbnb.com/rooms/1580454785996624497
Rio de Janeiro,14248,4.93,230,https://www.airbnb.com/rooms/1786262
Rio de Janeiro,12086,New,0,https://www.airbnb.com/rooms/1562279865983072948
Rio de Janeiro,9139,4.96,142,https://www.airbnb.com/rooms/567525127220773103
Rio de Janeiro,6436,4.93,417,https://www.airbnb.com/rooms/3206766
Rio de Janeiro,12283,5.0,32,https://www.airbnb.com/rooms/1242259157617445686
Rio de Janeiro,11890,4.94,299,https://www.airbnb.com/rooms/30341426
Rio de Janeiro,16145,4.99,135,https://www.airbnb.com/rooms/643393188976357563
Rio de Janeiro,10956,4.97,68,https://www.airbnb.com/rooms/42292413
Rio de Janeiro,8549,4.95,59,https://www.airbnb.com/rooms/26085428
Rio de Janeiro,5896,5.0,20,https://www.airbnb.com/rooms/1059984077935427127
Rio de Janeiro,18414,5.0,9,https://www.airbnb.com/rooms/1526370717562884060
Rio de Janeiro,15083,4.99,234,https://www.airbnb.com/rooms/2984779
Rio de Janeiro,14931,4.94,34,https://www.airbnb.com/rooms/1365175840711482479
Rio de Janeiro,20193,4.95,44,https://www.airbnb.com/rooms/1303002110271422682
Rio de Janeiro,18473,4.94,108,https://www.airbnb.com/rooms/729645851593573324
Rio de Janeiro,11988,5.0,6,https://www.airbnb.com/rooms/1562692552538731723
Rio de Janeiro,18473,4.94,201,https://www.airbnb.com/rooms/657273756629934690
Rio de Janeiro,23877,5.0,15,https://www.airbnb.com/rooms/1441579742178387598
Rio de Janeiro,9630,4.98,159,https://www.airbnb.com/rooms/683140321450954340
Rio de Janeiro,18110,5.0,18,https://www.airbnb.com/rooms/1481805724077960685
Rio de Janeiro,15349,4.94,156,https://www.airbnb.com/rooms/53081201
Rio de Janeiro,11300,New,0,https://www.airbnb.com/rooms/1559576062569087100
Rio de Janeiro,17874,4.9,10,https://www.airbnb.com/rooms/1400281838428465415
Rio de Janeiro,19161,4.98,42,https://www.airbnb.com/rooms/546403291029486605
Rio de Janeiro,11300,4.93,44,https://www.airbnb.com/rooms/1497811436904665270
Rio de Janeiro,14445,5.0,143,https://www.airbnb.com/rooms/53924193
Rio de Janeiro,8637,5.0,6,https://www.airbnb.com/rooms/1566760762221649449
Rio de Janeiro,9040,New,0,https://www.airbnb.com/rooms/12283299
Rio de Janeiro,17982,4.89,762,https://www.airbnb.com/rooms/494903
Rio de Janeiro,14346,4.93,154,https://www.airbnb.com/rooms/887283390201174421
Rio de Janeiro,10809,4.94,172,https://www.airbnb.com/rooms/35119579
Rio de Janeiro,16803,5.0,60,https://www.airbnb.com/rooms/1219027381380260291
Rio de Janeiro,20144,4.98,51,https://www.airbnb.com/rooms/1145066231615830859
Rio de Janeiro,14297,4.98,135,https://www.airbnb.com/rooms/866180470995921169
Rio de Janeiro,19014,4.97,67,https://www.airbnb.com/rooms/1272704509663411626
Venice,8278,4.71,287,https://www.airbnb.com/rooms/921223762600833588
Venice,12465,4.88,559,https://www.airbnb.com/rooms/20589372
Venice,7179,New,0,https://www.airbnb.com/rooms/1557965979380827641
Venice,7671,4.86,221,https://www.airbnb.com/rooms/23497015
Venice,10867,New,0,https://www.airbnb.com/rooms/1541500971801533198
Venice,13038,4.59,138,https://www.airbnb.com/rooms/640573567280884465
Venice,14703,4.73,473,https://www.airbnb.com/rooms/4634873
Venice,14025,4.72,537,https://www.airbnb.com/rooms/973340
Venice,6856,4.83,455,https://www.airbnb.com/rooms/16853599
Venice,14447,4.89,19,https://www.airbnb.com/rooms/1444209319853293633
Venice,7099,4.79,377,https://www.airbnb.com/rooms/27046457
Venice,14383,4.91,438,https://www.airbnb.com/rooms/10861511
Venice,10036,4.72,124,https://www.airbnb.com/rooms/801377482131067824
Venice,10228,4.57,143,https://www.airbnb.com/rooms/19147231
Venice,18650,4.62,183,https://www.airbnb.com/rooms/14813824
Venice,20456,4.69,213,https://www.airbnb.com/rooms/52315284
Venice,10548,New,0,https://www.airbnb.com/rooms/1569401880372347104
Venice,9141,4.87,295,https://www.airbnb.com/rooms/815638095902128615
Venice,6442,4.73,3492,https://www.airbnb.com/rooms/37706095
Venice,10196,4.75,258,https://www.airbnb.com/rooms/34437040
Venice,17579,4.91,77,https://www.airbnb.com/rooms/1294019865449183848
Venice,14847,4.7,109,https://www.airbnb.com/rooms/637512253145750991
Venice,6856,4.8,381,https://www.airbnb.com/rooms/19867565
Venice,10068,4.79,56,https://www.airbnb.com/rooms/921223036248314196
Venice,16027,4.63,483,https://www.airbnb.com/rooms/970938
Venice,10867,New,0,https://www.airbnb.com/rooms/1541491475771697139
Venice,30363,4.96,141,https://www.airbnb.com/rooms/1025887844632632988
Venice,17899,4.9,10,https://www.airbnb.com/rooms/1531108100566438927
Venice,10228,4.61,193,https://www.airbnb.com/rooms/17846101
Venice,18218,4.75,760,https://www.airbnb.com/rooms/20703738
Venice,19497,4.88,465,https://www.airbnb.com/rooms/23408595
Venice,16684,4.68,519,https://www.airbnb.com/rooms/21130243
Venice,22373,4.93,118,https://www.airbnb.com/rooms/1059406484640216493
Venice,11187,4.92,314,https://www.airbnb.com/rooms/561600445749535869
Venice,19305,4.84,96,https://www.airbnb.com/rooms/1129489948474967452
Venice,23078,New,0,https://www.airbnb.com/rooms/1575522108740980120
Venice,6521,4.34,215,https://www.airbnb.com/rooms/25220103
Venice,12593,4.57,432,https://www.airbnb.com/rooms/13189348
Venice,27807,4.95,324,https://www.airbnb.com/rooms/42454372
Venice,17259,4.6,486,https://www.airbnb.com/rooms/11614410
Venice,10356,4.41,27,https://www.airbnb.com/rooms/1441752117227801317
Venice,40271,5.0,27,https://www.airbnb.com/rooms/1485357410554440021
Venice,17579,4.74,713,https://www.airbnb.com/rooms/861429
Venice,25889,4.89,425,https://www.airbnb.com/rooms/1250065
Venice,18602,4.82,533,https://www.airbnb.com/rooms/20422641
Venice,24508,4.92,411,https://www.airbnb.com/rooms/21301149
Venice,10228,4.71,449,https://www.airbnb.com/rooms/33582466
Venice,31514,4.99,335,https://www.airbnb.com/rooms/825777015115759126
Venice,10083,New,0,https://www.airbnb.com/rooms/1583299442242994505
Venice,32209,4.97,33,https://www.airbnb.com/rooms/1067301357031315949
Venice,29724,4.97,665,https://www.airbnb.com/rooms/19546787
Venice,17142,4.98,47,https://www.airbnb.com/rooms/1432415216124661313
Venice,16013,4.97,64,https://www.airbnb.com/rooms/1147046732275847975
Venice,23779,4.78,360,https://www.airbnb.com/rooms/593175134318146055
Venice,16581,4.97,124,https://www.airbnb.com/rooms/1014918427102465880
Venice,27807,4.92,557,https://www.airbnb.com/rooms/25778576
Venice,17259,4.65,243,https://www.airbnb.com/rooms/557083097711580726
Venice,18218,4.45,333,https://www.airbnb.com/rooms/50194382
Venice,19177,4.85,441,https://www.airbnb.com/rooms/24519204
Venice,20775,4.81,197,https://www.airbnb.com/rooms/1288262491325021961
Venice,11123,4.92,12,https://www.airbnb.com/rooms/1501499408582231939
Venice,10995,4.65,159,https://www.airbnb.com/rooms/801375635949961920
Venice,18538,4.81,167,https://www.airbnb.com/rooms/2911044
Venice,14063,4.81,129,https://www.airbnb.com/rooms/1159164344326104166
Venice,16013,4.96,92,https://www.airbnb.com/rooms/1147052347625052850
Venice,12596,4.69,287,https://www.airbnb.com/rooms/886338350799947981
Venice,21031,4.72,667,https://www.airbnb.com/rooms/20703707
Venice,34199,4.9,231,https://www.airbnb.com/rooms/837762490634918618
Venice,10995,4.6,143,https://www.airbnb.com/rooms/800424008410493013
Venice,21678,4.78,418,https://www.airbnb.com/rooms/5303501
Venice,20775,4.81,492,https://www.airbnb.com/rooms/10953715
Venice,19325,4.72,225,https://www.airbnb.com/rooms/1034090103265556175
Venice,28765,4.92,428,https://www.airbnb.com/rooms/45081296
Venice,23078,4.81,478,https://www.airbnb.com/rooms/1733701
Venice,21707,4.88,367,https://www.airbnb.com/rooms/31335624
Venice,21034,4.5,114,https://www.airbnb.com/rooms/51955402
Venice,31704,4.92,149,https://www.airbnb.com/rooms/787035882963178360
Venice,11203,4.72,107,https://www.airbnb.com/rooms/837563758386626855
Venice,45776,4.96,506,https://www.airbnb.com/rooms/13180749
Venice,26327,4.82,576,https://www.airbnb.com/rooms/3576296
Venice,22373,4.89,418,https://www.airbnb.com/rooms/8019312
Venice,21734,4.69,521,https://www.airbnb.com/rooms/10803528
Venice,42892,4.98,101,https://www.airbnb.com/rooms/1073147584627293029
Venice,23971,4.74,328,https://www.airbnb.com/rooms/593322894495448943
Venice,10995,4.36,14,https://www.airbnb.com/rooms/1179785908618978667
Venice,25233,4.88,709,https://www.airbnb.com/rooms/7848012
Venice,29660,4.89,462,https://www.airbnb.com/rooms/807633
Venice,28904,4.87,158,https://www.airbnb.com/rooms/787086719246637295
Venice,27447,4.72,46,https://www.airbnb.com/rooms/1236765439430871433
Venice,28446,4.96,232,https://www.airbnb.com/rooms/36060683
Venice,28126,4.89,321,https://www.airbnb.com/rooms/14088746
Venice,30248,4.91,456,https://www.airbnb.com/rooms/352392
Venice,15955,4.96,203,https://www.airbnb.com/rooms/1109514300332624150
Venice,25599,4.95,43,https://www.airbnb.com/rooms/1028958093653493407
Venice,25058,4.81,376,https://www.airbnb.com/rooms/22841113
Venice,24199,4.79,612,https://www.airbnb.com/rooms/50031192
Venice,45257,4.93,390,https://www.airbnb.com/rooms/17647919
Venice,11203,New,0,https://www.airbnb.com/rooms/1583277387571796006
Venice,20213,4.82,884,https://www.airbnb.com/rooms/3837352
Venice,19177,4.63,537,https://www.airbnb.com/rooms/10716519
Los Angeles,7730,4.9,10,https://www.airbnb.com/rooms/39729344
Los Angeles,13561,4.94,606,https://www.airbnb.com/rooms/3751832
Los Angeles,18172,4.84,385,https://www.airbnb.com/rooms/17463360
Los Angeles,12748,4.95,110,https://www.airbnb.com/rooms/51638848
Los Angeles,14353,4.93,178,https://www.airbnb.com/rooms/756160847447205865
Los Angeles,19083,5.0,10,https://www.airbnb.com/rooms/1221805127320506402
